"WOCHENTAG";"DATUM";"VON";"BIS";"DAUER_IN_MINUTEN";"LV_NUMMER";"TITEL";"LV_ART";"LV_GRUPPE";"ORT";"LERNEINHEIT";"UNTERRICHTSEINHEIT";"EREIGNIS_TYP";"TERMIN_TYP";"VORTRAGENDER_KONTAKTPERSON";"ANMERKUNG"
"MO";"16.10.2023";"14:30";"16:00";"90";"4101767";"Flugzeugbau I";"UE";"Standardgruppe";"Lu (1320|301)";"";"";"Abhaltung";"fix";"";""
"MO";"16.10.2023";"14:30";"16:00";"90";"4102509";"Industrieller Entwicklungsprozess von Pkw-Antrieben";"VO";"Standardgruppe";"Extern";"";"";"Abhaltung";"fix";"";"Ford Research And Innovation Center (RIC) Süsterfeldstraße 200 52072 Aachen"
"MO";"16.10.2023";"14:30";"16:00";"90";"4121489";"Ramanspektroskopie in der Energie- und Verfahrenstechnik";"VO";"Standardgruppe";"Z3 (1420|302)";"";"";"Abhaltung";"fix";"";""
"MO";"16.10.2023";"14:30";"16:00";"90";"4106363";"Strahlenschutz";"VO";"Standardgruppe";"SE 002 (1580|002)";"";"";"Abhaltung";"fix";"";""
"MO";"16.10.2023";"14:30";"16:00";"90";"4137832";"Verfahren der Oberflächentechnik";"UE";"Standardgruppe";"klPhys (1090|334)";"";"";"Abhaltung";"fix";"";""
"MO";"16.10.2023";"15:30";"16:30";"60";"4018527";"Technologie für die Kernfusion";"UE";"Standardgruppe";"HKW 4 (1132|503)";"";"";"Abhaltung";"fix";"";""
"MO";"16.10.2023";"16:30";"18:00";"90";"4130635";"Fügetechnik II";"UE";"Standardgruppe";"t.b.d.";"";"";"Abhaltung";"fix";"";""
"MO";"16.10.2023";"16:30";"18:00";"90";"4101014";"Industrieller Entwicklungsprozess von Pkw-Antrieben";"UE";"Standardgruppe";"Extern";"";"";"Abhaltung";"fix";"";"Ford Research And Innovation Center (RIC) Süsterfeldstraße 200 52072 Aachen"
"MO";"16.10.2023";"16:30";"18:00";"90";"4103911";"Leichtbau (B.Sc.)";"VO";"Standardgruppe";"BS II (2131|102)";"";"";"Abhaltung";"fix";"";""
"MO";"16.10.2023";"16:30";"20:00";"210";"4200100";"Technologies enabling a hydrogen economy";"VO";"Standardgruppe";"5001|001";"";"";"Abhaltung";"fix";"";"Vorlesung und Übung"
"DI";"17.10.2023";"08:15";"12:15";"240";"4100006";"Methoden der Zukunftsforschung - Technologievorausschau";"VU";"Standardgruppe";"MS (1220|009)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"08:30";"09:30";"60";"4140552";"Laborübungen zu Kunststoffverarbeitung I Gruppen";"UE";"Gruppe 4";"t.b.d.";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"08:30";"10:00";"90";"4136687";"Energy from Biofuels";"VO";"Standardgruppe";"WK (1230|001)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"08:30";"10:00";"90";"4102892";"Fahrzeugtechnik I";"VO";"Standardgruppe";"AH V (2356|050)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"08:30";"10:00";"90";"4101029";"Fertigungstechnik I";"VO";"Standardgruppe";"amazon- Hörsaal (H06) (1385|004)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"09:15";"13:15";"240";"4100006";"Methoden der Zukunftsforschung - Technologievorausschau";"VU";"Standardgruppe";"Online-Veranstaltung";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"09:30";"10:30";"60";"4140552";"Laborübungen zu Kunststoffverarbeitung I Gruppen";"UE";"Gruppe 5";"t.b.d.";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"10:00";"12:15";"135";"4269696";"HiL Labor für Mobile Antriebe";"LU";"Standardgruppe";"ZuseLab S1 (2315|203)";"";"";"Abhaltung";"fix";"";"Übung 1"
"DI";"17.10.2023";"10:30";"11:30";"60";"4140552";"Laborübungen zu Kunststoffverarbeitung I Gruppen";"UE";"Gruppe 6";"t.b.d.";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"10:30";"12:00";"90";"1200019";"Einführung in High-Performance Computing";"VU";"Standardgruppe";"PPS H1 (2315|101)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"10:30";"12:00";"90";"4100570";"Luftfahrtantriebe II";"VO";"Standardgruppe";"H11 (1385|218)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"10:30";"12:00";"90";"4102060";"Ramanspektroskopie in der Energie- und Verfahrenstechnik";"UE";"Standardgruppe";"SFo 1 (1821|001)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"10:30";"12:00";"90";"4129234";"Reaktorsicherheit";"UE";"Standardgruppe";"SG 203 (1810|203)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"10:30";"12:00";"90";"4132298";"Turbulente Strömungen (vormals: Strömungs- und Temperaturgrenzschichten II)";"UE";"Standardgruppe";"Z1 (1420|304)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"12:30";"14:00";"90";"4128860";"Energiesystemtechnik";"UE";"Gruppe 1";"TD (1300|408)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"12:30";"14:00";"90";"4101886";"Feuerungstechnik";"VO";"Standardgruppe";"1225|106";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"12:30";"14:00";"90";"4131580";"Mikro-/Nanofertigungstechnik mit Laserstrahlung";"UE";"Standardgruppe";"SE 002 (1580|002)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"12:30";"14:00";"90";"4133748";"Thermische Trennverfahren (M.Sc.)";"VO";"Standardgruppe";"PPS H2 (2315|001)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"14:30";"15:15";"45";"4104500";"Numerische Strömungsmechanik II";"VO";"Standardgruppe";"H10 (1385|217)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"14:30";"16:00";"90";"4056490";"Additive Fertigungsverfahren: Technologien und Prozesse";"UE";"Standardgruppe";"MS (1220|009)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"14:30";"16:00";"90";"4200007";"Additive Manufacturing: Technologies and Processes";"VO";"Standardgruppe";"S12 (1385|212)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"14:30";"16:00";"90";"4100680";"Dampfturbinen und Abwärmenutzung";"VO";"Standardgruppe";"5054 (2356|054)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"14:30";"16:00";"90";"4104188";"Industrielle Umwelttechnik und Luftreinhaltung";"UE";"Standardgruppe";"HKW 1 (1132|203)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"14:30";"16:00";"90";"4129234";"Reaktorsicherheit";"UE";"Standardgruppe";"Online-Veranstaltung";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"14:30";"16:00";"90";"4103001";"Simulationsgestützte Optimierung von Turbomaschinen";"VO";"Standardgruppe";"IST Seminarraum (1030|017)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"14:30";"16:00";"90";"4123944";"Thermodynamik der Gemische (B.Sc.)";"UE";"Gruppe 1";"VT (1100|U101)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"16:30";"18:00";"90";"4102040";"Automotive Engineering I";"UE";"Standardgruppe";"MS (1220|009)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"16:30";"18:00";"90";"4103748";"Dampfturbinen und Abwärmenutzung";"UE";"Standardgruppe";"5054 (2356|054)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"16:30";"18:00";"90";"4103171";"Grundlagen der Kohleverbrennung I+II";"VO";"Standardgruppe";"t.b.d.";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"16:30";"18:00";"90";"4128968";"Methoden der Modellierung von Turbomaschinen";"VO";"Standardgruppe";"IST Seminarraum (1030|017)";"";"";"Abhaltung";"fix";"";""
"DI";"17.10.2023";"16:30";"18:00";"90";"1200000";"Softwaretechnik";"VU";"Standardgruppe";"Großer Hörsaal AM (1420|210)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"08:30";"10:00";"90";"4124457";"Angewandte Numerische Optimierung";"UE";"Standardgruppe";"ZuseLab C3 (2315|211)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"08:30";"10:00";"90";"4102122";"Flugzeugbau I";"VO";"Standardgruppe";"Lu (1320|301)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"08:30";"10:00";"90";"4130634";"Fügetechnik II";"VO";"Standardgruppe";"t.b.d.";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"08:30";"10:00";"90";"4120280";"Grundoperationen der Verfahrenstechnik";"VO";"Standardgruppe";"Roter Hörsaal AM (Ro) (1420|002)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"08:30";"10:00";"90";"4129530";"Regenerative Brennstoffe";"VO";"Standardgruppe";"IV (1010|141)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"08:30";"10:00";"90";"4100960";"Strom- und Wärmeversorgungsanlagen";"VO";"Standardgruppe";"R 5 (1080|005)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"08:30";"10:00";"90";"4128910";"Tribologie";"UE";"Standardgruppe";"H10 (1385|217)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"08:30";"10:00";"90";"4200005";"Vorlesung Herstellung Elektrischer Energiespeicher";"VO";"Standardgruppe";"SG 23 (1810|023)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"10:30";"11:15";"45";"4200013";"Elektrochemische Reaktoren";"UE";"Standardgruppe";"5001|005";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"10:30";"12:00";"90";"4100135";"Automotive Engineering I";"VO";"Standardgruppe";"WK (1230|001)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"10:30";"12:00";"90";"4200030";"Fundamentals of Optical Diagnostics for Energy, Chemical and Process Engineering";"VO";"Standardgruppe";"BS 218 (2130|218)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"10:30";"12:00";"90";"4103002";"Simulationsgestützte Optimierung von Turbomaschinen";"UE";"Standardgruppe";"IST Seminarraum (1030|017)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"10:30";"12:00";"90";"4118577";"Strömungsmessverfahren II";"VU";"Standardgruppe";"t.b.d.";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"10:30";"12:00";"90";"4107149";"Turbulente Strömungen";"VO";"Standardgruppe";"S14 (1385|214)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"10:30";"12:00";"90";"4200004";"Übung Herstellung Elektrischer Energiespeicher";"UE";"Standardgruppe";"SG 23 (1810|023)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"10:30";"12:00";"90";"4253445";"Vorlesung Elektromobilkomponentenproduktion";"VU";"Standardgruppe";"MS (1220|009)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"11:30";"12:15";"45";"4101912";"Übung Fertigungstechnik I";"UE";"Standardgruppe";"Knorr-Bremse-Hörsaal (H04) (1385|103)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"12:30";"14:00";"90";"4128859";"Energiesystemtechnik";"VO";"Standardgruppe";"amazon- Hörsaal (H06) (1385|004)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"13:30";"15:00";"90";"4101021";"Hochtemperatur- Werkstofftechnik";"VO";"Standardgruppe";"1230|011";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"14:30";"15:15";"45";"4101355";"Numerische Strömungsmechanik II";"UE";"Standardgruppe";"H10 (1385|217)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"14:30";"16:00";"90";"4104726";"Angewandte Molekulare Thermodynamik";"VO";"Standardgruppe";"TD (1300|408)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"14:30";"16:00";"90";"4124003";"Dynamische Unternehmensmodellierung und -simulation";"VU";"Standardgruppe";"II (1010|201)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"14:30";"16:00";"90";"4104483";"Grundlagen des Patent- und Gebrauchsmusterrechts";"VO";"Standardgruppe";"MS (1220|009)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"14:30";"16:00";"90";"4128969";"Methoden der Modellierung von Turbomaschinen";"UE";"Standardgruppe";"IST Seminarraum (1030|017)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"14:30";"16:00";"90";"4133749";"Thermische Trennverfahren (M.Sc.)";"UE";"Standardgruppe";"VT (1100|U101)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"14:30";"16:00";"90";"4129348";"Windenergie";"VO";"Standardgruppe";"AH VI (2356|051)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"16:30";"17:15";"45";"4129349";"Windenergie";"UE";"Standardgruppe";"AH VI (2356|051)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"16:30";"18:00";"90";"4101112";"Ausgewählte Kapitel der Energieanlagen und Flugantriebe";"VO";"Standardgruppe";"HKW 2 (1132|303)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"16:30";"18:00";"90";"4100937";"Grundlagen der Produktentwicklung";"VO";"Standardgruppe";"BS II (2131|102)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"16:30";"18:00";"90";"4104996";"Grundlagen des Patent- und Gebrauchsmusterrechts";"UE";"Standardgruppe";"MS (1220|009)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"16:30";"18:00";"90";"4102759";"Kunststoffverarbeitung I";"VO";"Standardgruppe";"H07 (1385|104)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"16:30";"18:00";"90";"6110358";"Photovoltaik";"VU";"Standardgruppe";"H10 (1385|217)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"16:30";"18:00";"90";"4129233";"Reaktorsicherheit";"VO";"Standardgruppe";"SE 101 (1580|101)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"16:30";"18:00";"90";"1200000";"Softwaretechnik";"VU";"Standardgruppe";"TEMP2 (1515|002)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"16:30";"18:00";"90";"1200000";"Softwaretechnik";"VU";"Standardgruppe";"TEMP1 (1515|001)";"";"";"Abhaltung";"fix";"";""
"MI";"18.10.2023";"18:30";"20:00";"90";"6110358";"Photovoltaik";"VU";"Übungsgruppe";"H10 (1385|217)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"08:30";"10:00";"90";"4124458";"Angewandte Numerische Optimierung";"VO";"Standardgruppe";"5001|005";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"08:30";"10:00";"90";"4104276";"Fahrzeugtechnik III";"VO";"Standardgruppe";"HKW 1 (1132|203)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"08:30";"10:00";"90";"4101022";"Hochtemperatur-Werkstofftechnik";"UE";"Standardgruppe";"1230|011";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"08:30";"10:00";"90";"4129233";"Reaktorsicherheit";"VO";"Standardgruppe";"SE 209 (1580|209)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"09:30";"10:15";"45";"4101299";"Angewandte Molekulare Thermodynamik";"UE";"Standardgruppe";"TD (1300|408)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"10:30";"12:00";"90";"4128860";"Energiesystemtechnik";"UE";"Gruppe 2";"TD (1300|408)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"12:30";"14:00";"90";"4124003";"Dynamische Unternehmensmodellierung und -simulation";"VU";"Standardgruppe";"HKW 2 (1132|303)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"12:30";"14:00";"90";"4103249";"Leichtbau (B.Sc.)";"UE";"Standardgruppe";"Otto Fuchs-Hörsaal (H03) (1385|003)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"12:30";"14:00";"90";"5201749";"Process Control Engineering";"VU";"Standardgruppe";"PPS H1 (2315|101)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"12:30";"14:00";"90";"5201749";"Process Control Engineering";"VU";"Standardgruppe";"PPS H2 (2315|001)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"12:30";"14:00";"90";"4106362";"Strahlenschutz";"UE";"Standardgruppe";"SE 002 (1580|002)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"12:30";"14:00";"90";"4123943";"Thermodynamik der Gemische (B.Sc.)";"VO";"Standardgruppe";"VT (1100|U101)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"14:30";"16:00";"90";"4100354";"Ausgewählte Kapitel der Energieanlagen und Flugantriebe";"UE";"Standardgruppe";"t.b.d.";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"14:30";"16:00";"90";"4104969";"Grundlagen der Produktentwicklung";"UE";"Standardgruppe";"AH V (2356|050)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"14:30";"16:00";"90";"4112092";"Leichtbau (B.Sc.), Kleingruppenübung";"TU";"Standardgruppe";"R 140 (1080|140)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"14:30";"16:00";"90";"4121489";"Ramanspektroskopie in der Energie- und Verfahrenstechnik";"VO";"Standardgruppe";"TD (1300|408)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"16:30";"18:00";"90";"4200008";"Additive Manufacturing: Technologies and Processes";"UE";"Standardgruppe";"Z3 (1420|302)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"16:30";"18:00";"90";"4102900";"Luftfahrtantriebe II";"UE";"Standardgruppe";"V (1010|213)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"16:30";"18:00";"90";"1200000";"Softwaretechnik";"VU";"Standardgruppe";"Grüner Hörsaal AM (Gr) (1420|001)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"16:30";"18:00";"90";"1200000";"Softwaretechnik";"VU";"Standardgruppe";"Roter Hörsaal AM (Ro) (1420|002)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"16:30";"18:00";"90";"4128909";"Tribologie";"VO";"Standardgruppe";"H11 (1385|218)";"";"";"Abhaltung";"fix";"";""
"DO";"19.10.2023";"18:30";"20:00";"90";"4105662";"Fahrzeugtechnik III";"UE";"Standardgruppe";"HKW 1 (1132|203)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"08:15";"09:45";"90";"4113111";"Powertrain Calibration: Propulsion Systems";"VO";"Standardgruppe";"Extern";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"08:30";"10:00";"90";"4129234";"Reaktorsicherheit";"UE";"Standardgruppe";"ST 5 (1665|005)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"08:30";"10:00";"90";"4101725";"Solartechnik";"VO";"Standardgruppe";"HKW 1 (1132|203)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"10:00";"11:30";"90";"4113112";"Powertrain Calibration: Propulsion Systems";"UE";"Standardgruppe";"Extern";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"10:30";"11:15";"45";"4125933";"Chemie der Verbrennung";"UE";"Standardgruppe";"TD (1300|408)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"10:30";"12:00";"90";"4101860";"Solartechnik";"UE";"Standardgruppe";"HKW 1 (1132|203)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"11:30";"12:15";"45";"4104969";"Grundlagen der Produktentwicklung";"UE";"Standardgruppe";"BS I (2131|101)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"12:30";"14:00";"90";"4102157";"Fahrzeugtechnik I";"UE";"Standardgruppe";"AH IV (2354|030)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"12:30";"14:00";"90";"4103135";"Fluidtechnik - Systeme und Komponenten";"UE";"Standardgruppe";"AH VI (2356|051)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"12:30";"14:00";"90";"4131577";"Mikro-/Nanofertigungstechnik mit Laserstrahlung";"VO";"Standardgruppe";"SE 002 (1580|002)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"12:30";"14:00";"90";"4141000";"Wärmepumpensystemtechnik";"UE";"Standardgruppe";"Phil (1070|113)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"14:30";"15:15";"45";"4100368";"Strom- und Wärmeversorgungsanlagen";"UE";"Standardgruppe";"H08 (1385|219)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"14:30";"16:00";"90";"4142112";"Combustion and Gasification of Pulverised Fuel  in a Mixture of Oxygen and Carbon Dioxide";"VO";"Standardgruppe";"t.b.d.";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"14:30";"16:00";"90";"4100035";"Dynamische Modelle für die Energieversorgung";"VO";"Standardgruppe";"IV (1010|141)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"14:30";"16:00";"90";"4149975";"Elektronik in mobilen Antrieben";"VO";"Standardgruppe";"H11 (1385|218)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"14:30";"16:00";"90";"4240051";"Interdisziplinäre Fabrikplanung";"VO";"Standardgruppe";"B057 (3011|057)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"14:30";"16:00";"90";"4112830";"Regenerative Energien für Gebäude 1";"VO";"Standardgruppe";"HKW 2 (1132|303)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"14:30";"16:00";"90";"4123944";"Thermodynamik der Gemische (B.Sc.)";"UE";"Gruppe 2";"VT (1100|U101)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"16:30";"17:15";"45";"4149974";"Elektronik in mobilen Antrieben";"UE";"Standardgruppe";"H11 (1385|218)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"16:30";"18:00";"90";"4100036";"Dynamische Modelle für die Energieversorgung";"UE";"Standardgruppe";"III (1010|107)";"";"";"Abhaltung";"fix";"";""
"FR";"20.10.2023";"16:30";"18:00";"90";"4117974";"Regenerative Energien für Gebäude 1";"UE";"Standardgruppe";"II (1010|201)";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"08:30";"10:00";"90";"4101808";"Feuerungstechnik";"UE";"Standardgruppe";"VT (1100|U101)";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"08:30";"10:00";"90";"4101456";"Grundlagen der Kohleverbrennung I+II";"UE";"Standardgruppe";"t.b.d.";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"10:30";"12:00";"90";"4056492";"Additive Fertigungsverfahren: Technologien und Prozesse";"VO";"Standardgruppe";"WK (1230|001)";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"10:30";"12:00";"90";"4200009";"Elektrochemische Reaktoren";"VO";"Standardgruppe";"5001|005";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"10:30";"12:00";"90";"4103959";"Fluidtechnik - Systeme und Komponenten";"VO";"Standardgruppe";"AH V (2356|050)";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"10:30";"12:00";"90";"4120282";"Grundoperationen der Verfahrenstechnik";"UE";"Standardgruppe";"TEMP2 (1515|002)";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"10:30";"12:00";"90";"4102982";"Industrielle Umwelttechnik und Luftreinhaltung";"VO";"Standardgruppe";"HKW 1 (1132|203)";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"10:30";"12:00";"90";"4112092";"Leichtbau (B.Sc.), Kleingruppenübung";"TU";"Standardgruppe";"MetP11 (2181|102)";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"10:30";"12:00";"90";"4137831";"Verfahren der Oberflächentechnik";"VO";"Standardgruppe";"B201 (3011|201)";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"10:30";"12:00";"90";"4141989";"Wärmepumpensystemtechnik";"VO";"Standardgruppe";"E1 (1090|301)";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"12:30";"14:00";"90";"4125931";"Chemie der Verbrennung";"VO";"Standardgruppe";"1541|322";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"12:30";"14:00";"90";"1200019";"Einführung in High-Performance Computing";"VU";"Standardgruppe";"AH VI (2356|051)";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"12:30";"14:00";"90";"6105571";"Elektrizitätsversorgungssysteme";"VO";"Standardgruppe";"EA (1270|109)";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"14:00";"15:30";"90";"4018523";"Technologie für die Kernfusion";"VO";"Standardgruppe";"HKW 4 (1132|503)";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"14:30";"15:15";"45";"6105105";"Elektrizitätsversorgungssysteme";"UE";"Standardgruppe";"EA (1270|109)";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"14:30";"16:00";"90";"4101767";"Flugzeugbau I";"UE";"Standardgruppe";"Lu (1320|301)";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"14:30";"16:00";"90";"4102509";"Industrieller Entwicklungsprozess von Pkw-Antrieben";"VO";"Standardgruppe";"Extern";"";"";"Abhaltung";"fix";"";"Ford Research And Innovation Center (RIC) Süsterfeldstraße 200 52072 Aachen"
"MO";"23.10.2023";"14:30";"16:00";"90";"4121489";"Ramanspektroskopie in der Energie- und Verfahrenstechnik";"VO";"Standardgruppe";"Z3 (1420|302)";"";"";"Abhaltung";"fix";"";""
"MO";"23.10.2023";"14:30";"16:00";"90";"4106363";"Strahlenschutz";"VO";"Standardgruppe";"SE 002 (1580|002)";"";"";"Abhaltung";"fix";"";""
